KREUZUNG Kr13332208 8 335 215
KREUZUNG Kr13332209 6 284 255
KREUZUNG Kr13332215 6 434 312
KREUZUNG Kr13332217 6 370 356
KREUZUNG Kr13332218 4 351 232
KREUZUNG Kr13332220 4 398 275
KREUZUNG Kr13335727 4 605 750
KREUZUNG Kr13335729 3 688 739
KREUZUNG Kr13335730 5 744 742
KREUZUNG Kr13335733 6 771 524
KREUZUNG Kr13335734 8 774 504
KREUZUNG Kr13335736 6 763 470
KREUZUNG Kr13335737 4 748 440
KREUZUNG Kr13335739 8 725 358
KREUZUNG Kr13335746 4 595 350
KREUZUNG Kr13335748 8 744 747
KREUZUNG Kr13335749 6 685 372
KREUZUNG Kr13338222 4 620 427
KREUZUNG Kr21288695 3 554 767
KREUZUNG Kr21288696 8 479 748
KREUZUNG Kr21288704 4 830 327
KREUZUNG Kr21288705 10 881 283
KREUZUNG Kr27289794 2 1 682
KREUZUNG Kr27289799 3 176 684
KREUZUNG Kr27289800 8 217 665
KREUZUNG Kr27290824 2 945 311
KREUZUNG Kr27290831 8 732 356
KREUZUNG Kr27290832 4 721 322
KREUZUNG Kr27290835 8 583 207
KREUZUNG Kr27290842 4 439 177
KREUZUNG Kr27290845 4 369 206
KREUZUNG Kr27290847 3 398 199
KREUZUNG Kr27290856 4 386 913
KREUZUNG Kr27290857 4 402 898
KREUZUNG Kr27290865 6 497 606
KREUZUNG Kr27290882 4 492 339
KREUZUNG Kr27290892 4 326 402
KREUZUNG Kr27290894 4 282 466
KREUZUNG Kr27290898 6 319 576
KREUZUNG Kr27290904 6 283 644
KREUZUNG Kr27290906 4 251 708
KREUZUNG Kr27290907 8 243 725
KREUZUNG Kr27290908 3 190 837
KREUZUNG Kr27290912 6 214 704
KREUZUNG Kr27290916 6 198 519
KREUZUNG Kr27290917 4 204 484
KREUZUNG Kr27290920 6 247 365
KREUZUNG Kr27290921 6 269 291
KREUZUNG Kr27290964 5 237 382
KREUZUNG Kr27293787 6 603 878
KREUZUNG Kr27293793 6 737 782
KREUZUNG Kr27293794 6 744 757
KREUZUNG Kr27293800 4 411 327
KREUZUNG Kr28465563 4 261 733
KREUZUNG Kr28465575 4 315 753
KREUZUNG Kr32313346 3 892 283
KREUZUNG Kr32313347 3 885 293
KREUZUNG Kr32427786 6 390 185
KREUZUNG Kr32428875 4 337 236
KREUZUNG Kr32428876 4 337 270
KREUZUNG Kr32428877 4 360 243
KREUZUNG Kr32872646 4 568 823
KREUZUNG Kr32872648 4 545 766
KREUZUNG Kr32872855 3 673 272
KREUZUNG Kr32873045 6 704 740
KREUZUNG Kr32873046 10 752 712
KREUZUNG Kr32884754 6 827 122
KREUZUNG Kr32884766 2 918 286
KREUZUNG Kr32884785 2 670 52
KREUZUNG Kr32885723 8 638 105
KREUZUNG Kr32893557 4 194 262
KREUZUNG Kr32893561 6 208 237
KREUZUNG Kr32917961 4 412 286
KREUZUNG Kr32917965 6 583 368
KREUZUNG Kr32917968 4 593 339
KREUZUNG Kr32917976 6 533 579
